column_name,korean_name,description,code_values
ASSEMBLY_OTHER_RECEIPT_LIST,반제품입고관리리스트(수동),반제품입고관리리스트(수동),
ASSEMBLY_OTHER_RECEIPT_MASTER,반제품입고관리(수동),반제품입고관리(수동),
ASSEMBLY_OTHER_SHIIPING,반제품기타판매,반제품기타판매,
ASSEMBLY_OTHER_SHIPPING_MASTER,반제품납품관리(수동),반제품납품관리(수동),
ASSEMBLY_PLAN,반제품계획,반제품계획,
ASSEMBLY_PLANNING,반제품생산계획,반제품생산계획,
ASSEMBLY_PLAN_BY_DATE,반제품일별생산계획,반제품일별생산계획 (날짜),
ASSEMBLY_PLAN_BY_MFS,월간생산계획(제작기준),월간생산계획(제작기준),
ASSEMBLY_PLAN_BY_ORDER_NO,월간생산계획(오더),월간생산계획(오더),
ASSEMBLY_PLAN_EXISTS,반제품계획유무,반제품계획유무,
ASSEMBLY_PLAN_HISTORY,반제품계획이력,반제품계획이력,
ASSEMBLY_PLAN_INSERT,반제품계획등록,반제품계획등록,
ASSEMBLY_PLAN_LIST,반제품계획리스트,반제품계획리스트,
ASSEMBLY_PLAN_MASTER,SMT 생산계획,SMT 생산계획,
ASSEMBLY_PLAN_MONTHLY_MASTER,반제품 생산계획(월별),반제품 생산계획(월별),
ASSEMBLY_PLAN_REPORT,반제품계획리포트,반제품계획리포트,
ASSEMBLY_PLAN_REQUIREMENT_MASTER,반제품소요계획관리,반제품소요계획관리,
ASSEMBLY_PLAN_TIME_REPORT,반제품시간별계획리포트,반제품시간별계획리포트,
ASSEMBLY_PLAN_VS_ACTUAL,반제품계획및 실적,반제품계획및 실적,
ASSEMBLY_PLAN_VS_ACTUAL_BY_CUSTOMER_ORDER_NO_LIST,고객별반제품계획대비실적목록,고객별반제품계획대비실적목록,
ASSEMBLY_PLAN_VS_ACTUAL_LIST,담품계획대비실적목록,담품계획대비실적목록,
ASSEMBLY_PLAN_VS_ACTUAL_REPORT,반제품계획대비실적,반제품계획대비실적,
ASSEMBLY_PRODUCT_RESULT_LIST,반제품 생산실적,반제품 생산실적,
ASSEMBLY_QUICK_SHIPPING_REQUEST_MASTER,반제품납품신청관리(직접),반제품납품신청관리(직접),
ASSEMBLY_RECEIPT,반제품창고,반제품창고,
ASSEMBLY_RECEIPT_CANCEL_LIST,반제품입고취소리스트,반제품입고취소리스트,
ASSEMBLY_RECEIPT_CANCEL_MASTER,반제품입고취소,반제품입고취소,
ASSEMBLY_RECEIPT_HISTORY,반제품입고이력,반제품입고이력,
ASSEMBLY_RECEIPT_HISTORY_MASTER,반제품입고이력,반제품입고이력,
ASSEMBLY_RECEIPT_LIST,반제품입고리스트,반제품입고리스트,
ASSEMBLY_RECEIPT_REPORT,반제품입고리포트,반제품입고리포트,
ASSEMBLY_RESULT,반제품실적,반제품실적,
ASSEMBLY_RESULT_CANCEL,반제품 실적취소,반제품 실적취소,
ASSEMBLY_RESULT_LIST,반제품실적,반제품실적,
ASSEMBLY_RESULT_MASTER,반제품실적관리,반제품실적관리,
ASSEMBLY_SALE_BILL_COLLECTION,반제품납품미수금,반제품납품미수금,
ASSEMBLY_SALE_BILL_COLLECTION_MASTER,반제품납품미수금관리,반제품납품미수금관리,
ASSEMBLY_SALE_INVOICE_CONFIRM_HISTORY,반성품판매인보이스확인이력,반성품판매인보이스확인이력,
ASSEMBLY_SALE_INVOICE_ISSUE_CONFIRM,반제품납품인보이스확인,반제품납품인보이스확인,
ASSEMBLY_SALE_INVOICE_LIST,반성품판매인보이스목록,반성품판매인보이스목록,
ASSEMBLY_SALE_INVOICE_MASTER,반제품납품인보이스관리,반제품납품인보이스관리,
ASSEMBLY_SALE_OUTSIDE_MANUFACTURE,반제품외주가공,반제품외주가공,
ASSEMBLY_SALE_PLAN_LIST,반제품출하계획리스트,반제품출하계획리스트,
ASSEMBLY_SALE_PRICE,반성품판매가격,반성품판매가격,
ASSEMBLY_SALE_SUBCONTRACT_RECEIPT,반제품외주가공입고관리,반제품외주가공입고관리,
ASSEMBLY_SALE_SUBCONTRACT_RECEIPT_CACNEL,반제품외주가공입고취소,반제품외주가공입고취소,
ASSEMBLY_SEQUENCE,항번,항번,
ASSEMBLY_SHIPPING,반제품납품출고,반제품납품출고,
ASSEMBLY_SHIPPING_CANCEL_MASTER,반제품납품취소,반제품납품취소,
ASSEMBLY_SHIPPING_HISTORY,납품이력,납품이력,
ASSEMBLY_SHIPPING_INVOICE_LIST,반성품출하인보이스목록,반성품출하인보이스목록,
ASSEMBLY_SHIPPING_LIST,단품출하리스트,단품출하리스트,
ASSEMBLY_SHIPPING_MASTER,반제품납품관리,반제품납품관리,
ASSEMBLY_SHIPPING_PLAN,반제품납품계획관리,반제품납품계획관리,
ASSEMBLY_SHIPPING_PLAN_LIST,판매계획이력,판매계획이력,
ASSEMBLY_SHIPPING_PLAN_MASTER,반제품출하계획,반제품출하계획,
ASSEMBLY_SHIPPING_QUICK_MASTER,반제품납품관리(직접),반제품납품관리(직접),
ASSEMBLY_SHIPPING_QUICK_REQEUST_MASTER,단품출하신청관리(직접),단품출하신청관리(직접),
ASSEMBLY_SHIPPING_REQ,반제품납품신청,반제품납품신청,
ASSEMBLY_SHIPPING_REQUEST_LIST,단품납품계획,단품납품계획,
ASSEMBLY_SHIPPING_REQUEST_MASTER,반제품납품신청관리,반제품납품신청관리,
ASSEMBLY_SHIPPING_RETURN_INVOICE_REPORT,단품납품이력리프트,단품납품이력리프트,
ASSEMBLY_SHIPPING_RETURN_LIST,이출하반성품반회목록,이출하반성품반회목록,
ASSEMBLY_SHIPPING_RETURN_MASTER,반제품납품후반품관리,반제품납품후반품관리,
ASSEMBLY_SVC_ISSUE_CANCEL_MASTER,반제품서비스품출고취소관리,반제품서비스품출고취소관리,
ASSEMBLY_SVC_ISSUE_MASTER,반제품서비스출고관리,반제품서비스출고관리,
ASSEMBLY_WORK_COST,반성품생산원가,반성품생산원가,
ASSEMBLY_WORK_COST_AMT,조립공정원가금액,조립공정원가금액 (금액),
ASSEMBLY_WORK_ORDER,단품관리,단품관리,
ASSEMBLY_WORK_ORDER_GENERATE,반제품작업지시생성,반제품작업지시생성,
ASSEMBLY_WORK_ORDER_LIST,반성품작업지시목록,반성품작업지시목록,
ASSEMBLY_WORK_ORDER_MASTER,반제품생산작업지시,반제품생산작업지시,
ASSEMBLY_WORK_ORDER_REPORT,반제품생산작업지시리포트,반제품생산작업지시리포트,
ASSEMBY_RECEIPT_MASTER,반제품입고관리,반제품입고관리,
ASSEMPLY_ACTUAL,반제품실적,반제품실적,
ASSET_LIST,자산리스트,자산리스트,
ASSY,반제품,반제품,
ASSY_EXPAND,반제품전개,반제품전개,
ASSY_EXPLOSION_YN,반제품전개유무,반제품전개유무,"{""N"": ""전개안함"", ""Y"": ""하위전개""}"
ASSY_EXP_DATE,반제품전개일자,반제품전개일자 (날짜),
ASSY_EXP_YN,반제품전개유무,반제품전개유무,"{""N"": ""전개안함"", ""Y"": ""하위전개""}"
ASSY_INV_QUERY,(반)재고조회,(반)재고조회,
ASSY_OTHER_SHIIPING,(반)기타판매,(반)기타판매,
ASSY_PART_NO,반제품PART NO,반제품PART NO,
ASSY_RECEIPT_WH,반제품입고창고,반제품입고창고,
ASSY_REQ_PLAN_LIST,반제품소요예정,반제품소요예정,
ASSY_REQ_PLAN_MATRIX,반제품소요예정(Matrix),반제품소요예정(Matrix),
ASSY_SHIPPING,(반)판매,(반)판매,
ASSY_SHIPPING_PLAN,(반)판매계획,(반)판매계획,
ASSY_SHIPPING_REQ,(반)판매신청,(반)판매신청,
AS_BAD_QTY_LABEL,불량으로처리,불량으로처리 (수량),
ATE_RESULT_QUERY,ATE 검사결과조회,ATE 검사결과조회,
ATTACH,문서붙임,문서붙임,
ATTACH_FILE,파일첨부,파일첨부,
ATTAIN_RATE,달성율,달성율,
ATTAIN_RATE_SUM,달성율합계,달성율합계,
ATTENDACE_MANAGE,출근공수관리,출근공수관리,
ATTENDANCE_QUERY,일일 근태 관리,일일 근태 관리,
ATTENDANCE_TOTAL,총인원수,총인원수,
ATTN,참조 :,참조 :,
ATTN_NAME,ATTN 명,ATTN 명,
ATTR01,Attr01,Attr01,
ATTR02,Attr02,Attr02,
ATTR03,Attr03,Attr03,
ATTR04,Attr04,Attr04,
ATTR1,속성1,속성1,
ATTR10,Attr10,Attr10,
ATTR11,Attr11,Attr11,
ATTR12,Attr12,Attr12,
ATTR2,속성2,속성2,
ATTR3,속성3,속성3,
ATTR4,속성4,속성4,
ATTR5,속성5,속성5,
ATTR6,속성6,속성6,
ATTR7,속성7,속성7,
ATTR8,속성8,속성8,
ATTR9,Attr9,Attr9,
ATTR_CODE,,,"{""BOX_LABEL_TYPE"": ""BOX_LABEL_TYPE"", ""GROSS_WEIGHT"": ""GROSS WEIGHT"", ""NC_BOARD_YN"": ""N.C BOARD Y/N"", ""PLANT_CD"": ""PLANT CD"", ""SCAN_AV_HOLDER_PN"": ""SCAN AV HOLDER P/NO"", ""SCAN_BOT_PCB_YN"": ""SCAN BOT Y/N (DU7000)"", ""SCAN_POWER_PN"": ""SCAN POWER BOARD P/NO"", ""SMD_PRODUCT_CLASS"": ""SMD PRODUCT CLASS""}"
ATT_ABSENCE_QTY,결근인원수,결근인원수 (수량),
ATT_ABSENCE_VALUE,결근공수,결근공수,
ATT_ACTUAL_WORK_VALUE,실작업공수,실작업공수,
ATT_ATTENDANCE_MONTH_JOB_GRADE,"""월출근병가등급""","""월출근병가등급""",
ATT_DESIGN_VALUE,설계변경손실공수,설계변경손실공수,
ATT_DIRECT_QTY,직접인원수,직접인원수 (수량),
ATT_EARLY_VALUE,조기출근공수,조기출근공수,
ATT_EDUCATION_VALUE,교육손실공수,교육손실공수,
ATT_ETC_VALUE,기타공수,기타공수,
ATT_EXTRA_VALUE,특근공수,특근공수,
ATT_INDIRECT_QTY,간접인원수,간접인원수 (수량),
ATT_INDIRECT_VALUE,간접공수,간접공수,
ATT_INDIRET_QTY,간접인원수,간접인원수 (수량),
ATT_LATE_QTY,지각인원수,지각인원수 (수량),
ATT_LATE_VALUE,지각공수,지각공수,
ATT_LEAVE_QTY,조퇴인원수,조퇴인원수 (수량),
ATT_LEAVE_VALUE,조퇴공수,조퇴공수,
ATT_MACHINE_VALUE,설비고장손실공수,설비고장손실공수,
ATT_MATERIAL_VALUE,원재료손실공수,원재료손실공수,
ATT_MEETING_VALUE,회의손실공수,회의손실공수,
ATT_ON_BUSINESS_VALUE,출장손실공수,출장손실공수,
ATT_OPERATION_RATE,가동율,가동율,
ATT_OTHER_LOSS_VALUE,기타손실공수,기타손실공수,
ATT_OTHER_QTY,기타인원수,기타인원수 (수량),
ATT_OTHER_VALUE,기타공수,기타공수,
ATT_OT_VALUE,잔업공수,잔업공수,
ATT_REGISTER_QTY,총인원수,총인원수 (수량),
ATT_REGISTER_VALUE,총출공수,총출공수,
ATT_REWORK_VALUE,재작업손실공수,재작업손실공수,
ATT_SETTING_VALUE,설비세팅손실공수,설비세팅손실공수,
ATT_STANDARD_VALUE,기준작업시간,기준작업시간,
ATT_SUPPORT_M_VALUE,지원해준공수,지원해준공수,
ATT_SUPPORT_P_VALUE,지원받은공수,지원받은공수,
ATT_TOTAL_LOSS_VALUE,총손실공수,총손실공수,
ATT_TOTAL_WORK_VALUE,총취업공수,총취업공수,
ATT_VACATION_QTY,휴가인원수,휴가인원수 (수량),
ATT_VACATION_VALUE,휴가공수,휴가공수,
ATT_WORK_VALUE,취업공수,취업공수,
AUDIT_DATE,감사일자,감사일자 (날짜),
AUDIT_MESSAGE_ID,감사메세지ID,감사메세지ID,
AUG,8월,8월,
AUTHORITY,권한,권한,
AUTO_CLOSE,자동종료,자동종료,
AUTO_CONFIRM,자동승인,자동승인,
AUTO_CONFIRM_YN,자동승인자,자동승인자,
AUTO_CUSTOMER_ORDER_NO,자동고객주문번호,자동고객주문번호,
AUTO_DISTRIBUTE_YN,자동배부YN,자동배부YN,"{""A"": ""자동"", ""M"": ""수동""}"
AUTO_GATHERING,자동실적집계,자동실적집계,
AUTO_GENERATE,자동생성,자동생성,
AUTO_GENERATE_SHIPPING_LOT_NO,판매롯트번호자동생성,판매롯트번호자동생성,
AUTO_GROUP_NO,자동그룹번호생성,자동그룹번호생성,
AUTO_INSERT,자동입력,자동입력,
AUTO_INSPECT_REQUEST,자동검사신청,자동검사신청,
AUTO_INVOICE,자동송장번호생성,자동송장번호생성,
AUTO_INVOICE_NO,자동전표번호,자동전표번호,
AUTO_ISSUE_PLAN_YN,자동출고계획유무,자동출고계획유무,"{""N"": ""아니오"", ""Y"": ""예""}"
AUTO_ISSUE_YN,자동출고유무,자동출고유무,"{""N"": ""수동출고"", ""Y"": ""자동출고""}"
AUTO_LOGON,자동로그인,자동로그인,
AUTO_PLAN,자동계획,자동계획,
AUTO_PRINT,자동출력,자동출력,
AUTO_P_O,검사P/O,검사P/O,
AUTO_RECEIPT,자동입고,자동입고,
AUTO_RECEIPT_YN,자동입고유무,자동입고유무,"{""N"": ""아니오"", ""Y"": ""예""}"
AUTO_RECEIVE,자동입고,자동입고,
AUTO_REQUEST,자동신청,자동신청,
AUTO_RESET,자동회복,자동회복,
AUTO_RETRIEVE,자동조회,자동조회,
AUTO_SAVE,자동저장,자동저장,
AUTO_SET_INVOICE,송장번호자동부여,송장번호자동부여,
AUTO_SET_INVOICE_NO,송장번호자동부여,송장번호자동부여,
AUTO_SET_MATERIAL_QTY,자재수량자동체크,자재수량자동체크 (수량),
AUTO_SET_MFS,제번자동생성,제번자동생성,
AUTO_SET_REAL_ISSUE,실출고자동설정,실출고자동설정,
AUTO_SHIPPING_PLAN,자동판매계획,자동판매계획,
AUTO_SHIPPING_PLAN_YN,자동출하여부,자동출하여부,
AUTO_START,자동시작,자동시작,
AUTO_SYNC,자동동기화,자동동기화,
AUTO_TRANSACTION,자동이동,자동이동,
AUTO_TRANSFER,자동이전,자동이전,
AVAILABLE_ROLE_LIST,사용가능한역할리스트,사용가능한역할리스트,
AVERAGE,균형,균형,
AVERAGE_DECREASE_RATE,평균감소율,평균감소율,
AVERAGE_INCREASE_RATE,평균증가율,평균증가율,
AVG,평균,평균,
AVG_ACTUAL_RATE,달성율,달성율,
AVG_IN_TIME,인평균,인평균,
AVG_MATERIAL_COST_AMT,평균가재료비,평균가재료비 (금액),
AVG_OF_IN_TIME,평균시간,평균시간,
AVG_PRICE,평균단가,평균단가,
AVLIABLE_PRODUCTION_TIME,가용시간(분),가용시간(분),
A_CHECK_YN,A 체크유무,A 체크유무,
A_ITEM_CODE,A 품목코드,A 품목코드 (코드 값),
A_ITEM_LOT_NO,A 롯트번호,A 롯트번호,
A_LINE_CODE,A 라인코드,A 라인코드 (코드 값),
A_LOCATION,A 위치,A 위치,
A_MODEL_NAME,A 모델명,A 모델명,
A_TYPE,A 유형,A 유형,
A_URGENCY,A중요사항,A중요사항,
A_WORKER,작업자,작업자,
A_WORK_DATE,입출고 일자,입출고 일자 (날짜),
B,,,"{""0 km"": ""0 km""}"
BACKUP,백업,백업,
BACKUPBLOCK_CHECK_HISTORY_QUERY,백업블럭체크이력조회,백업블럭체크이력조회,
BACKUPBLOCK_CHECK_MASTER,백업블럭체크마스터,백업블럭체크마스터,
BACKUP_BLOCK_CHECK_HISTORY_QUERY,백업블럭이력조회,백업블럭이력조회,
BACKUP_BLOCK_CHECK_MASTER,백업블럭검사관리,백업블럭검사관리,
BACKUP_MANAGER,백업관리,백업관리,
BACK_ACCOUNT,은행계좌,은행계좌,
BACK_CODE,은행코드,은행코드 (코드 값),
BACK_NAME,은행명,은행명,
BAD,불량,불량,
BAD_ACTUALQTY,불량수량,불량수량 (수량),
BAD_ACTUAL_QTY,불량실적수량,불량실적수량 (수량),
BAD_ACTUAL_QTY_SUM,불량 실적수량합계,불량 실적수량합계 (수량),
BAD_CAUSE_BY,@불량원인,@불량원인,"{""M"": ""SMD/PBA"", ""O"": ""OTP"", ""P"": ""PBA 불량"", ""R"": ""RAW MATERIAL"", ""S"": ""SMD 불량"", ""U"": ""원자재 불량"", ""W"": ""판정중""}"
BAD_CAUSE_SUB_TOTAL,불량원인별총계,불량원인별총계,
BAD_CRADE,불량등급,불량등급,
BAD_DESCRIPTION,불량내용,불량내용,
BAD_DIVISION,불량구분,불량구분,
BAD_EXTRACT_YN,불량전개여부,불량전개여부,
BAD_FEEDER_MANAGE,불량피더관리,불량피더관리,
BAD_INVENTORY_QTY,불량재고수량,불량재고수량 (수량),
BAD_ISSUE,불량출고,불량출고,
BAD_ISSUE_AMT,불량출고금액,불량출고금액 (금액),
BAD_ISSUE_LIST,불량출고리스트,불량출고리스트,
BAD_ISSUE_LIST_FOR_ASSEMBLY_BAD,반제품불량출고리스트,반제품불량출고리스트,
BAD_ISSUE_QTY,불량출고수량,불량출고수량 (수량),
BAD_ISSUE_RATE,불량출고율,불량출고율,
BAD_LIST,불량명세리스트,불량명세리스트,
BAD_MAX_RATE,최대불량율,최대불량율,
BAD_PHENOMENON,,,"{""P1001"": ""ATE 출력 전압 불량"", ""P1002"": ""ATE출력 전류 불량"", ""P1003"": ""ATE피크 전압 불량"", ""P1004"": ""ATE효율 불량"", ""P1005"": ""ATE PF 불량"", ""P1006"": ""ATE 리플 노이즈 불량"", ""P1007"": ""HI POT OSC 불량"", ""P1008"": ""HI POT CUT OFF 전류 불량"", ""P1009"": ""HI POT IR 불량"", ""P1010"": ""HI POT ARC 불량"", ""P1011"": ""ICT 쇼트 불량"", ""P1012"": ""ICT 오픈 불량"", ""P1013"": ""ICT 용량값 불량"", ""P1014"": ""높이 불량"", ""P1015"": ""외관 불량"", ""P1016"": ""Lack of 12V voltage"", ""P1017"": ""FT#1 Voltage output"", ""P1018"": ""FT#1  current output"", ""P1019"": ""FT#1 peak voltage output"", ""P1020"": ""FT#1  Power Factor"", ""P1021"": ""FT#1  Ripple and Noise"", ""P1022"": ""5Vstb Voltage OutPUT"", ""P1023"": ""12Vsb_bor"", ""P1024"": ""IO_sensing"", ""P1025"": ""12Vmain"", ""P1026"": ""FAN DUTTY"", ""P1027"": ""OCP TEST"", ""P1028"": ""I2C FW read"", ""P1029"": ""I2C Voltage input/output"", ""P1030"": ""I2C current input/output"", ""P1031"": ""FCT Voltage output"", ""P1032"": ""FCT Current Output"", ""P1033"": ""FCT Peak voltage output"", ""P1034"": ""FCT Effciency"", ""P1035"": ""FCT Power Factor"", ""P1036"": ""FCT Ripple and Noise""}"
BAD_PPM,불량률(PPM),불량률(PPM),
BAD_QTY,불량수량,불량수량 (수량),
BAD_QTY_EXTRACT_YN,불량수량제외후넘김,불량수량제외후넘김 (수량),
BAD_QTY_SUM,불량합계,불량합계 (수량),
BAD_RATE,불량율,불량율,
BAD_RATE_CONTROL,불량제어,불량제어,"{""N"": ""통제안함"", ""Y"": ""불량통제함""}"
BAD_RATE_SUM,불량율합계,불량율합계,
BAD_REASON,불량현황,불량현황,
BAD_REASON_CODE,@bad_reason_code,@bad_reason_code (코드 값),"{""A"": ""외관불량"", ""B"": ""기능불량"", ""C"": ""규격불량"", ""D"": ""1""}"
BAD_REASON_COMMENTS,불량원인설명,불량원인설명,
BAD_REASON_DIVISION,불량원인구분,불량원인구분,
BAD_REASON_LINE,라인별,라인별,
BAD_REASON_NAME,불량명,불량명,
BAD_REASON_REPAIR,불량원인(수리),불량원인(수리),
BAD_REASON_RESULT,불량원인결과,불량원인결과,
BAD_RECEIPT_AMT,불량입금액,불량입금액 (금액),
BAD_RECEIPT_QTY,불랭입고수량,불랭입고수량 (수량),
BAD_RECEIPT_RATE,불량입고율,불량입고율,
BAD_SUM,불량합계,불량합계,
BAD_WEIGHT,불량,불량,
BAKING,베이킹,베이킹,
BAKING_DATE,베이킹일자,베이킹일자 (날짜),
BAKING_END_DATE,배이킹종료시간,배이킹종료시간 (날짜),
BAKING_HISTORY_MASTER,베이킹이력관리,베이킹이력관리,
BAKING_PROCESS,베이킹프로세스,베이킹프로세스,
BAKING_RESULT,,,"{""F"": ""FAIL"", ""P"": ""PASS""}"
BAKING_START_DATE,배이킹시작시간,배이킹시작시간 (날짜),
BAKING_STOCK_QUERY,베이킹재고조회,베이킹재고조회,
BAKING_TIME,베이킹기준시간,베이킹기준시간,
BAND,고정밴드,고정밴드,
BAND_NAME,밴드이름,밴드이름,
BANK_ACCOUNT,은행계좌번호,은행계좌번호,
BANK_ACCOUNT_MASTER,은행계좌관리,은행계좌관리,
BANK_ACCOUNT_MASTER_LIST,은행계좌관리리스트,은행계좌관리리스트,
BANK_ADDRESS,은행주소,은행주소,
BANK_ADDRESS_ENG,은행주소(영),은행주소(영),
BANK_CODE,은행코드,은행코드 (코드 값),
BANK_NAME,은행명,은행명,
BANK_NAME_ACCOUNT,은행/계좌,은행/계좌,
BANK_NAME_ENG,은행명(영),은행명(영),
BARCH_RECEIPT,일괄입고,일괄입고,
BARCODE,바코드,바코드 (코드 값),
BARCODE1,바코드1,바코드1 (코드 값),
BARCODE2,바코드2,바코드2 (코드 값),
BARCODE3,바코드3,바코드3 (코드 값),
BARCODE_CART_NO_FILTER,번호시작~마감,번호시작~마감 (코드 값),
BARCODE_CONDITION,바코드조건,바코드조건 (코드 값),
BARCODE_HISTORY,바코드발행이력,바코드발행이력 (코드 값),
BARCODE_LIST,바코드리스트,바코드리스트 (코드 값),
BARCODE_LIST_QUERY,PCB 바코드조회,PCB 바코드조회 (코드 값),
BARCODE_MASTER,바코드관리,바코드관리 (코드 값),
BARCODE_NO,바코드번호,바코드번호 (코드 값),
BARCODE_PRINT,바코드출력,바코드출력 (코드 값),
BARCODE_PRINT_128,바코드타입128,바코드타입128 (코드 값),
BARCODE_PRINT_QTY,바코드출력수량,바코드출력수량 (코드 값),
BARCODE_PRINT_VEIW,바코드프린트보기,바코드프린트보기 (코드 값),
BARCODE_QTY,바코드수량,바코드수량 (코드 값),
BARCODE_REGIST,바코드 등록,바코드 등록 (코드 값),
BARCODE_REPRINT_U_RA_L_I,바코드재출력,바코드재출력 (코드 값),
BARCODE_SCAN,바코드스캔,바코드스캔 (코드 값),
BARCODE_SN,바코드 SN,바코드 SN (코드 값),
BARCODE_STATUS,바코드상태,바코드상태 (코드 값),"{""H"": ""홀딩"", ""N"": ""정상""}"
BARCODE_SUM,바코드합계,바코드합계 (코드 값),
BARCODE_SUM_LIST,바코드합계리스트,바코드합계리스트 (코드 값),
BARCODE_TYPE,바코드타입,바코드타입 (코드 값),"{""1"": ""Code 11"", ""102"": ""HIBC Data Matrix"", ""104"": ""HIBC QR Code"", ""106"": ""HIBC PDF417"", ""108"": ""HIBC MicroPDF417"", ""112"": ""HIBC Aztec Code"", ""128"": ""Aztec Runes"", ""129"": ""Code 32"", ""13"": ""EAN"", ""130"": ""Composite Symbol with EAN linear component"", ""131"": ""Composite Symbol with GS1-128 linear component"", ""132"": ""Composite Symbol with GS1 DataBar-14 linear component"", ""133"": ""Composite Symbol with GS1 DataBar Limited component"", ""134"": ""Composite Symbol with GS1 DataBar Extended component"", ""135"": ""Composite Symbol with UPC A linear component"", ""136"": ""Composite Symbol with UPC E linear component"", ""137"": ""Composite Symbol with GS1 DataBar-14 Stacked component"", ""138"": ""Composite Symbol with GS1 DataBar-14 Stacked Omnidirectional component"", ""139"": ""Composite Symbol with GS1 DataBar Expanded Stacked component"", ""140"": ""Channel Code"", ""141"": ""Code One"", ""142"": ""Grid Matrix"", ""16"": ""GS1-128 (UCC.EAN-128)"", ""18"": ""Codabar"", ""2"": ""Standard Code 2 of 5"", ""20"": ""Code 128 (automatic subset switching)"", ""21"": ""Deutshe Post Leitcode"", ""22"": ""Deutshe Post Identcode"", ""23"": ""Code 16K"", ""24"": ""Code 49"", ""25"": ""Code 93"", ""28"": ""Flattermarken"", ""29"": ""GS1 DataBar-14"", ""3"": ""Interleaved 2 of 5"", ""30"": ""GS1 DataBar Limited"", ""31"": ""GS1 DataBar Extended"", ""32"": ""Telepen Alpha"", ""34"": ""UPC A"", ""37"": ""UPC E"", ""4"": ""Code 2 of 5 IATA"", ""40"": ""PostNet"", ""47"": ""MSI Plessey"", ""49"": ""FIM"", ""50"": ""LOGMARS"", ""51"": ""Pharmacode One-Track"", ""52"": ""PZN"", ""53"": ""Pharmacode Two-Track"", ""55"": ""PDF417"", ""56"": ""PDF417 Truncated"", ""57"": ""Maxicode"", ""58"": ""QR Code"", ""6"": ""Code 2 of 5 Data Logic"", ""60"": ""Code 128 (Subset B)"", ""63"": ""Australia Post Standard Customer"", ""66"": ""Australia Post Reply Paid"", ""67"": ""Australia Post Routing"", ""68"": ""Australia Post Redirection"", ""69"": ""ISBN (EAN-13 with verification stage)"", ""7"": ""Code 2 of 5 Industrial"", ""70"": ""Royal Mail 4 State (RM4SCC)"", ""71"": ""Data Matrix"", ""72"": ""EAN-14"", ""75"": ""NVE-18"", ""76"": ""Japanese Postal Code"", ""77"": ""Korea Post"", ""79"": ""GS1 DataBar-14 Stacked"", ""8"": ""Code 3 of 9 (Code 39)"", ""80"": ""GS1 DataBar-14 Stacked Omnidirectional"", ""81"": ""GS1 DataBar Expanded Stacked"", ""82"": ""PLANET"", ""84"": ""MicroPDF417"", ""85"": ""USPS OneCode"", ""86"": ""Plessey Code"", ""87"": ""Telepen Numeric"", ""89"": ""ITF-14"", ""9"": ""Extended Code 3 of 9 (Code 39+)"", ""90"": ""Dutch Post KIX Code"", ""92"": ""Aztec Code"", ""93"": ""DAFT Code"", ""97"": ""Micro QR Code"", ""98"": ""HIBC Code 128"", ""99"": ""HIBC Code 39""}"
